Supplier_Item_ID,Title,Supplier_RRP,Publisher_Brand,Artist_Composer_Series,Instrument,Sub_Instrument,Product_Type,Quantity_on_hand,Last_Purchase_Cost,Barcode,Minimum_Sell,Category,Department,Last_Purchase_Date,Last_Sold_Date,Created_Date,Stock_Availability_from_Supplier,Supplier_ID,Quantity_Availability,Product_Barcode,Active
35082,#35082 Basso Guitar Strap-Floral Emboss Leather RED,57.50,BASSO,,GUITARS,STRAPS,MUSICAL,1,54.40,930035011433,56.95,NONE,GUITARS,04/12/2025,30/11/2025,22/03/2021,Y,PAYTONS,Y,,Y
35111,#35111 Basso Guitar Strap-Leather X Dark Brown,68.50,BASSO,,GUITARS,STRAPS,MUSICAL,2,42.05,930035011435,67.95,NONE,GUITARS,20/01/2026,18/01/2026,22/03/2021,Y,PAYTONS,Y,,Y
35115,#35115 Basso Guitar Strap-Country Brown Leather,66.00,BASSO,,GUITARS,STRAPS,MUSICAL,2,40.72,930035011436,64.95,NONE,GUITARS,19/02/2026,12/02/2026,22/03/2021,Y,PAYTONS,Y,,Y
35120,Basso Guitar Strap-Kids Series Black SF190,31.50,BASSO,,GUITARS,STRAPS,MUSICAL,1,18.90,930035012354,0,NONE,GUITARS,05/02/2026,05/02/2026,08/07/2025,Y,PAYTONS,Y,,Y
35130,#35130 Basso Guitar Strap-Poly Pop Art Hearts,32.00,BASSO,,GUITARS,STRAPS,MUSICAL,1,19.63,930035011438,31.95,NONE,GUITARS,03/02/2026,31/01/2026,22/03/2021,Y,PAYTONS,Y,,Y
35131,#35131 Bass Guitar Strap-Poly Pop Art Red Roses,32.00,BASSO,,GUITARS,STRAPS,MUSICAL,1,19.58,930035011466,31.95,NONE,GUITARS,08/01/2026,02/01/2026,22/03/2021,Y,PAYTONS,Y,,Y
35134,#35134 Basso Guitar Strap-Poly Pop Art - Union Jack,32.00,BASSO,,GUITARS,STRAPS,MUSICAL,2,19.18,930035011440,31.95,NONE,GUITARS,17/12/2025,11/12/2025,22/03/2021,Y,PAYTONS,Y,,Y
35136,#35136 Basso Guitar Strap-Poly Pop Art High Voltage,32.00,BASSO,,GUITARS,STRAPS,MUSICAL,2,22.24,930035011442,31.95,NONE,GUITARS,17/01/2024,14/01/2024,22/03/2021,N,PAYTONS,Y,,Y
35156,vBasso Guitar Strap-Glitter Silver EX46,34.95,BASSO,,GUITARS,STRAPS,MUSICAL,1,24.25,930035012364,0,NONE,GUITARS,27/01/2026,11/01/2026,08/07/2025,Y,PAYTONS,Y,,Y
35200,#35200 EcoStrap Guitar Strap - 100% Vegan Black ECO-01,44.50,EcoStrap,,GUITARS,STRAPS,MUSICAL,1,27.55,930035011444,44.50,NONE,GUITARS,19/08/2025,20/11/2025,22/03/2021,Y,PAYTONS,Y,,Y
35201,#35201 EcoStrap Guitar Strap - 100% Vegan Brown ECO-02,44.50,EcoStrap,,GUITARS,STRAPS,MUSICAL,2,27.53,930035011445,44.50,NONE,GUITARS,17/04/2024,10/04/2024,22/03/2021,Y,PAYTONS,Y,,Y
35202,#35202 EcoStrap Guitar Strap - 100% Vegan Whiskey ECO-03,44.50,EcoStrap,,GUITARS,STRAPS,MUSICAL,1,27.51,930035011446,44.50,NONE,GUITARS,29/08/2025,07/09/2025,22/03/2021,Y,PAYTONS,Y,,Y
35203,#35203 EcoStrap Guitar Strap - 100% Vegan Crimson ECO-04,44.50,EcoStrap,,GUITARS,STRAPS,MUSICAL,2,26.67,930035011447,44.50,NONE,GUITARS,17/12/2025,11/12/2025,22/03/2021,Y,PAYTONS,Y,,Y
352333,XVIVE U2 BK GUITAR WIRELESS 2.4GHZ,229.00,XVIVE,U2,MICROPHONES,TRANSMITTERS/RECEIVERS,MUSICAL,1,167.48,930006020640,197.95,NONE,ACCESSORIES,03/02/2026,24/01/2026,16/08/2019,Y,AUSTRAL,Y,,Y
352337,The XVIVE U2 Transmitter Black - Single,139.00,XVIVE,U2,MICROPHONES,TRANSMITTERS/RECEIVERS,MUSICAL,3,98.60,930006021075,0,NONE,ACCESSORIES,17/12/2025,14/12/2025,01/02/2023,Y,AUSTRAL,Y,,Y
352338,XVIVE H1 TRANSMITTER HOLDER FOR U2,29.99,XVIVE,,MICROPHONES,TRANSMITTERS/RECEIVERS,MUSICAL,2,21.72,930006021291,29.99,NONE,ACCESSORIES,15/01/2026,11/01/2026,03/05/2022,Y,AUSTRAL,Y,,Y
352446,XVIVE P1 PORTABLE PHANTOM POWER SUPPLY,79.99,XVIVE,,MICROPHONES,PARTS/ACCESSORIES,MUSICAL,1,58.00,930006022976,72.95,NONE,ACCESSORIES,31/12/2025,11/01/2026,15/05/2022,Y,AUSTRAL,Y,,Y
352557,XVIVE U3D DUAL MIC SPEAKER WIRELESS 2.4GHZ,639.00,XVIVE,,SOUND REINFORCEMENT,POWERED SPEAKERS,MUSICAL,1,462.03,930006024326,0,NONE,ACCESSORIES,08/10/2025,25/06/2025,25/09/2023,Y,AUSTRAL,Y,,Y
352578,XVIVE T9 IN EAR MONITORS,299.00,XVIVE,,SOUND REINFORCEMENT,MONITORS,MUSICAL,1,214.10,930006024221,0,NONE,ACCESSORIES,27/01/2026,15/02/2024,25/09/2023,Y,AUSTRAL,Y,,Y
352581,XVIVE U6 COMPACT WIRELESS MIC SYSTEM-1 TRANS 1 REC,199.00,XVIVE,,MICROPHONES,WIRELESS MICS,MUSICAL,1,140.37,930006023849,187.95,NONE,ACCESSORIES,18/12/2024,29/05/2025,30/09/2022,Y,AUSTRAL,Y,,Y
352584,XVIVE CU2 HARD TRAVEL CASE FOR U2 WIRELESS SYSTEM,24.99,XVIVE,,SOUND REINFORCEMENT,CASES SOUND REINFORCEMENT,MUSICAL,1,18.11,930006024327,0,NONE,ACCESSORIES,03/03/2025,14/08/2025,25/09/2023,Y,AUSTRAL,Y,,Y
352585,XVIVE CU3 HARD TRAVEL CASE FOR U3 WIRELESS SYSTEM,29.99,XVIVE,,SOUND REINFORCEMENT,CASES SOUND REINFORCEMENT,MUSICAL,2,21.79,930006024328,0,NONE,ACCESSORIES,13/08/2025,14/08/2025,25/09/2023,Y,AUSTRAL,Y,,Y
352587,XVIVE CU4R2 HARD TRAVEL CASE FOR U4R2 WIRELESS SYSTEM,34.99,XVIVE,,SOUND REINFORCEMENT,CASES SOUND REINFORCEMENT,MUSICAL,1,25.47,930006024330,0,NONE,ACCESSORIES,06/05/2025,01/05/2025,25/09/2023,Y,AUSTRAL,Y,,Y
352606,XVIVE A58 BK GUITAR WIRELESS 5.8GHZ,249.00,XVIVE,,GUITARS,PARTS/ACCESSORIES,MUSICAL,1,188.89,930006025018,0,NONE,GUITARS,09/12/2025,10/12/2025,16/01/2025,Y,AUSTRAL,Y,,Y
352607,XVIVE U7 SAXOPHONE AND TRUMPET WIRELESS SYSTEM,349.00,XVIVE,,MICROPHONES,WIRELESS MICS,MUSICAL,2,249.12,930006025112,0,NONE,ACCESSORIES,19/02/2026,11/06/2025,16/01/2025,Y,AUSTRAL,Y,,Y
352614,XVIVE P58 WIRELESS GUITAR PEDAL SYSTEM,359.00,XVIVE,,EFFECTS/GTR PEDALS,GUITAR PEDALS,MUSICAL,2,261.58,930006025891,0,NONE,ACCESSORIES,28/01/2026,22/01/2026,14/12/2025,Y,AUSTRAL,Y,,Y
352615,XVIVE U35 MIC SPEAKER WIRELESS 5.8GHZ,359.00,XVIVE,,MICROPHONES,WIRELESS MICS,MUSICAL,2,264.80,930006025478,0,NONE,ACCESSORIES,26/08/2025,,03/06/2025,Y,AUSTRAL,Y,,Y
352616,XVIVE U35C CONDENSER MIC WIRELESS 5.8GHZ,379.00,XVIVE,,MICROPHONES,PARTS/ACCESSORIES,MUSICAL,1,271.70,930006026157,0,NONE,ACCESSORIES,29/01/2026,11/02/2026,28/10/2025,Y,AUSTRAL,Y,,Y
352619,XVIVE U35D DUAL MIC SPEAKER WIRELESS 5.8GHZ,699.00,XVIVE,,MICROPHONES,WIRELESS MICS,MUSICAL,1,494.54,930006025879,0,NONE,ACCESSORIES,11/09/2025,28/08/2025,03/06/2025,Y,AUSTRAL,Y,,Y
352623,XVIVE U45R2 IN EAR MONITOR SYSTEM 5.8GHZ 2 RECEIVER,599.00,XVIVE,,SOUND REINFORCEMENT,MONITORS,MUSICAL,2,428.92,930006025882,0,NONE,ACCESSORIES,27/01/2026,03/07/2025,03/06/2025,Y,AUSTRAL,Y,,Y
352626,XVIVE A58 SUNBURST GUITAR WIRELESS 5.8GHZ,239.00,XVIVE,,EFFECTS/GTR PEDALS,PARTS/ACCESSORIES,MUSICAL,1,191.08,930006025892,0,NONE,ACCESSORIES,03/12/2025,04/12/2025,29/09/2025,Y,AUSTRAL,Y,,Y
352628,XVIVE A58 MAHOGANY WIRELESS 5.8GHZ,239.00,XVIVE,,EFFECTS/GTR PEDALS,PARTS/ACCESSORIES,MUSICAL,1,170.75,930006025894,0,NONE,ACCESSORIES,21/01/2026,18/01/2026,04/08/2025,Y,AUSTRAL,Y,,Y
352632,XVIVE BCA58 CHARGING CASE FOR A58 GTR WIRELESS,69.00,XVIVE,,GUITARS,PARTS/ACCESSORIES,MUSICAL,1,71.49,930006026159,0,NONE,GUITARS,12/01/2026,01/02/2026,24/11/2025,Y,AUSTRAL,Y,,Y
352633,XVIVE AT2 AUDIO TEST PRO-SINGLE UNIT,249.00,XVIVE,,AUDIO/VISUAL EQUIPMENT,PARTS/ACCESSORIES,MUSICAL,1,179.26,930006026353,0,NONE,ACCESSORIES,17/02/2026,,17/02/2026,,AUSTRAL,Y,,Y
35324,EcoStrap Rainbow ECO 03,29.95,ECOSTRAP,,GUITARS,STRAPS,MUSICAL,1,19.12,930035012053,0,NONE,GUITARS,24/10/2025,,08/07/2025,Y,PAYTONS,Y,,Y
3551,3.5MM JACK PLUG MONO CHROME,1.95,AMS,,CABLES LEADS,PLUGS/CONNECTORS,MUSICAL,2,0.92,930004007428,0,NONE,ACCESSORIES,27/01/2026,,03/03/2022,,AMS,Y,,Y
358228,SMART ACOUSTIC HEADPHONE HANGER,9.99,SMART,,HEADPHONES,PARTS/ACCESSORIES,MUSICAL,1,2.86,930006023400,0,NONE,ACCESSORIES,27/12/2024,29/12/2024,01/02/2023,N,AUSTRAL,Y,,Y
358232,SMART ACOUSTIC PASSIVE MONITOR CONTROL,64.99,SMART,,HI-TECH/STUDIO EQUIP,CONTROLLERS,MUSICAL,1,27.78,930006023402,0,NONE,ACCESSORIES,23/10/2025,16/10/2025,01/02/2023,Y,AUSTRAL,Y,,Y
358237,SMART ACOUSTIC PHONO PREAMP,39.99,SMART,,AMPLIFIERS,PRE-AMPS,MUSICAL,1,17.93,930006023404,0,NONE,AMPLIFIERS,09/08/2024,09/06/2024,01/02/2023,Y,AUSTRAL,Y,,Y
3714,3.5 MONO PLUG TO 6.3 MONO FEMALE,2.50,AMS,,CABLES LEADS,PLUGS/CONNECTORS,MUSICAL,2,1.38,930004000742,0,NONE,ACCESSORIES,08/07/2025,20/07/2022,03/03/2022,,AMS,Y,,Y
3715,3.5 STEREO PLUG TO 6.3 STEREO FEMALE,2.50,AMS,,CABLES LEADS,PLUGS/CONNECTORS,MUSICAL,2,1.38,930004002557,0,NONE,ACCESSORIES,08/07/2025,,03/03/2022,,AMS,Y,,Y
3717,3.5 MONO PLUG TO RCA FEMALE,1.95,AMS,,CABLES LEADS,PLUGS/CONNECTORS,MUSICAL,2,0.92,930004000743,0,NONE,ACCESSORIES,08/07/2025,,03/03/2022,,AMS,Y,,Y
3720,6.5 MONO PLUG TO 3.5 MONO FEMALE,1.95,AMS,,CABLES LEADS,PLUGS/CONNECTORS,MUSICAL,2,1.07,930004000744,0,NONE,ACCESSORIES,09/09/2025,02/09/2025,15/06/2021,,AMS,Y,,Y
3721,6.3 STEREO PLUG TO 3.5 STEREO FEMALE,7.95,AMS,,CABLES LEADS,PLUGS/CONNECTORS,MUSICAL,2,1.38,930004000745,0,NONE,ACCESSORIES,10/02/2026,08/02/2026,01/06/2020,,AMS,Y,,Y
3725,6.3 MONO PLUG TO 3.5 STEREO FEMALE,7.95,AMS,,CABLES LEADS,PLUGS/CONNECTORS,MUSICAL,3,1.38,930004007617,0,NONE,ACCESSORIES,05/08/2025,02/08/2025,03/03/2022,,AMS,Y,,Y
3726,6.3M PLUG TO 6.3S FEMALE,3.95,AMS,,CABLES LEADS,PLUGS/CONNECTORS,MUSICAL,2,2.33,930004014332,0,NONE,ACCESSORIES,02/02/2026,01/02/2026,03/03/2022,,AMS,Y,,Y
3727,6.3 STEREO PLUG TO 6.3 MONO FEMALE,3.95,AMS,,CABLES LEADS,PLUGS/CONNECTORS,MUSICAL,2,2.06,930004007619,0,NONE,ACCESSORIES,08/07/2025,,03/03/2022,,AMS,Y,,Y
3760,6.3 MONO PLUG TO RCA FEMALE,2.50,AMS,,CABLES LEADS,PLUGS/CONNECTORS,MUSICAL,2,1.38,930004000747,0,NONE,ACCESSORIES,08/07/2025,18/12/2022,03/03/2022,,AMS,Y,,Y
3786,6.3MM JACK PLUG STEREO CHROME,2.95,AMS,,CABLES LEADS,PLUGS/CONNECTORS,MUSICAL,2,1.63,930004005896,0,NONE,ACCESSORIES,27/05/2024,03/02/2026,03/03/2022,,AMS,Y,,Y
3792,6.3MM JACK PLUG MONO CHROME,1.95,AMS,,CABLES LEADS,PLUGS/CONNECTORS,MUSICAL,5,1.07,930004002242,0,NONE,ACCESSORIES,08/12/2025,,03/03/2022,,AMS,Y,,Y
3798,LEAD COUPLER 6.3 STEREO FEMALE TO FEMALE ABS,3.95,AMS,,CABLES LEADS,PLUGS/CONNECTORS,MUSICAL,2,1.86,930004000751,3.95,NONE,ACCESSORIES,01/07/2025,27/06/2025,03/03/2022,,AMS,Y,,Y
38029,12 INCH SIZE VIOLA OUTFIT,325.00,ENRICO,STUDENT PLUS,VIOLAS,VIOLAS,MUSICAL,2,200.54,930035009490,0,NONE,STRINGED INST,15/03/2024,07/03/2024,07/01/2021,N,PAYTONS,Y,,Y
3876,XLR MALE CONNECTOR 3 PIN NICKEL WAS SD26,2.95,AMS,,CABLES LEADS,PLUGS/CONNECTORS,MUSICAL,2,1.40,930004011835,0,NONE,ACCESSORIES,24/02/2025,03/09/2023,03/03/2022,,AMS,Y,,Y
38GRY,0.38MM PICK NYLON GREY Q/P72,1.00,JIM DUNLOP,GREYS,GUITARS,PICKS,MUSICAL,274,0.56,930004002920,1.00,NONE,GUITARS,03/02/2026,15/02/2026,07/03/2018,,AMS,Y,,Y
3921,XLR FEMALE TO XLR FEMALE WAS PL21,6.95,AMS,,CABLES LEADS,PLUGS/CONNECTORS,MUSICAL,2,3.83,930004011833,0,NONE,ACCESSORIES,19/08/2025,17/08/2025,03/03/2022,,AMS,Y,,Y
3922,XLR MALE TO XLR MALE WAS PL22,5.95,AMS,,CABLES LEADS,PLUGS/CONNECTORS,MUSICAL,2,3.28,930004011840,0,NONE,ACCESSORIES,08/07/2025,,03/03/2022,,AMS,Y,,Y
3923,6.3 MONO TO XLR FEMALE WAS PL23,5.95,AMS,,CABLES LEADS,PLUGS/CONNECTORS,MUSICAL,2,3.28,930004011353,0,NONE,ACCESSORIES,23/12/2025,16/12/2025,30/01/2020,,AMS,Y,,Y
3926,6.3 MONO TO XLR MALE WAS PL26,5.95,AMS,,CABLES LEADS,PLUGS/CONNECTORS,MUSICAL,2,3.28,930004011354,0,NONE,ACCESSORIES,24/07/2025,23/07/2025,30/01/2020,,AMS,Y,,Y
3931,MIDI LEAD COUPLER FEMALE TO FEMALE WAS PL31,10.95,AMS,,CABLES LEADS,MIDI/KBD CABLES,MUSICAL,2,2.18,930004011639,10.95,NONE,ACCESSORIES,28/10/2025,23/10/2025,03/03/2022,,AMS,Y,,Y
3942,XLR FEMALE TO 6.3 MONO FEMALE WAS PL42,4.95,AMS,,CABLES LEADS,PLUGS/CONNECTORS,MUSICAL,2,2.73,930004011832,0,NONE,ACCESSORIES,08/07/2025,,03/03/2022,,AMS,Y,,Y
394390S,Sax Pad: TanLeathr. Plastic Disc 39mm,16.40,PAYTON,,SAXOPHONES,PARTS/ACCESSORIES,MUSICAL,1,11.95,930035012159,0,NONE,WOODWIND DEPT,09/05/2024,,13/05/2024,Y,PAYTONS,Y,,Y
3970,6.3 STEREO PLUG TO 2 X 6.3 STEREO FEMALE WAS PL7,9.95,AMS,,CABLES LEADS,PLUGS/CONNECTORS,MUSICAL,3,1.63,930004011355,3.95,NONE,ACCESSORIES,09/12/2025,21/12/2025,06/03/2019,,AMS,Y,,Y
39730,Valve Oil - (2 Fluid oz) by Al Cass,13.95,Al Cass,,CARE PRODUCTS,CARE PRODUCTS,MUSICAL,15,10.16,930035012183,0,NONE,ACCESSORIES,16/07/2025,24/11/2025,12/03/2024,Y,PAYTONS,Y,,Y
3DBK4-10,GTR PICKS SMALL BLACK ICE MED Q/P10,10.99,PLANET WAVES,3DBK4-10,GUITARS,PICKS,MUSICAL,2,6.15,930235003209,9.99,NONE,GUITARS,06/01/2026,21/12/2025,10/09/2018,Y,DADDAUS,Y,,Y
3DBK7-10,GTR PICKS SMALL BLACK ICE X HVY Q/P10,10.99,PLANET WAVES,3DBK7-10,GUITARS,PICKS,MUSICAL,2,6.15,930235003213,9.99,NONE,GUITARS,27/01/2026,22/01/2026,19/05/2021,Y,DADDAUS,Y,,Y
3NPP7-10,1.40MM NYLPRO PLUS GTR PICKS Q/P10,9.99,PLANET WAVES,NYLPRO PLUS,GUITARS,PICKS,MUSICAL,2,5.03,930235011466,9.99,NONE,GUITARS,01/12/2025,30/11/2025,21/02/2019,Y,DADDAUS,Y,,Y
3PDEN942,ELECTRIC GTR STR SET 09/42 N/P-ST LT Q/P03,47.95,JIM DUNLOP,DEN942 NICKEL PLATED,STRINGS FRETTED,GTR ELECTRIC SETS,MUSICAL,2,20.45,930004017945,39.95,NONE,ACCESSORIES,02/04/2025,13/03/2025,19/07/2021,,AMS,Y,,Y
400311,1/4 SIZE CLASSICAL GTR PACK BLACK W/BAG CG14,109.00,ASHTON,SPCG14 STARTER PACK,GUITARS,CLASSICAL PACKS,MUSICAL,2,71.37,930006006080,0,NONE,GUITARS,17/02/2026,01/10/2025,31/01/2022,Y,AUSTRAL,Y,,Y
400401,4/4 SIZE CLASSICAL GTR PACK BLACK CG44,139.00,ASHTON,SPCG44BK STARTER,GUITARS,CLASSICAL PACKS,MUSICAL,2,91.63,930020001246,137.95,NONE,GUITARS,17/02/2026,08/01/2026,30/11/2021,Y,AUSTRAL,Y,,Y
400402,4/4 SIZE CLASSICAL GTR PACK PINK CG44,139.00,ASHTON,SPCG44PK STARTER,GUITARS,CLASSICAL PACKS,MUSICAL,1,91.49,930020001248,137.95,NONE,GUITARS,03/02/2026,22/01/2026,07/02/2022,Y,AUSTRAL,Y,,Y
400526,ASHTON JJR20MS JUNIOR JUMBO GUITAR,199.00,ASHTON,,GUITARS,ACOUSTIC GTRS,MUSICAL,1,151.18,930006021684,199.00,NONE,GUITARS,10/02/2023,,01/02/2023,N,AUSTRAL,Y,,Y
400741,ASHTON UKE120SFG UKULELE WITH BAG - SEA FOAM GREEN,56.99,ASHTON,,UKULELES,UKULELES,MUSICAL,1,28.03,930006024660,0,NONE,GUITARS,19/02/2026,,29/02/2024,Y,AUSTRAL,Y,,Y
406060,ACOUSTIC/ELECTRIC GTR 12 STR W/C-AY TOB SUNBURST,399.00,ASHTON,SL29/12CEQ,GUITARS,ACOUSTIC/ELECTRIC GTRS,MUSICAL,1,170.77,930006004324,0,NONE,GUITARS,31/12/2025,21/12/2025,01/02/2023,Y,AUSTRAL,Y,,Y
406070,ACOUSTIC/ELECTRIC GTR 12 STR W/C-AY SLIM BLACK,399.00,ASHTON,SL29/12CEQBK,GUITARS,ACOUSTIC/ELECTRIC GTRS,MUSICAL,2,170.77,930006013837,399.00,NONE,GUITARS,30/12/2025,28/12/2025,30/01/2023,Y,AUSTRAL,Y,,Y
41/D960,D960: Darco Electric Strings Light/Heavy 10-52,9.95,Darco Strings,Darco Electric,STRINGS FRETTED,GTR ELECTRIC SETS,MUSICAL,1,4.87,930014020951,0,NONE,ACCESSORIES,24/04/2024,,25/02/2024,Y,ELECTRI,Y,,Y
41/M160,Martin Classic High Tension Silverplated Ball End,14.95,Martin Strings,Speciality,STRINGS FRETTED,GTR CLASSICAL SETS,MUSICAL,1,7.33,930014015822,11.95,NONE,ACCESSORIES,02/06/2025,12/02/2026,22/09/2016,Y,ELECTRI,Y,,Y
41/M165,M165: Martin Magnifico Premium Classical Strings,21.95,Martin Strings,Classical,STRINGS FRETTED,GTR CLASSICAL SETS,MUSICAL,2,10.76,930014020707,21.95,NONE,ACCESSORIES,09/09/2025,11/09/2025,09/02/2021,Y,ELECTRI,Y,,Y
41/M265,M265: Martin Magnifico Premium Classical Strings,21.95,Martin Strings,Classical,STRINGS FRETTED,GTR CLASSICAL SETS,MUSICAL,2,10.76,930014020999,21.95,NONE,ACCESSORIES,05/01/2026,04/01/2026,09/02/2021,Y,ELECTRI,Y,,Y
41/M400,Martin Mandolin Light 80/20 10-34,14.95,Martin Strings,Speciality,STRINGS FRETTED,MANDOLIN STRINGS,MUSICAL,3,7.33,930014015857,0,NONE,ACCESSORIES,10/02/2026,08/02/2026,25/02/2024,Y,ELECTRI,Y,,Y
41/M465,Martin Retro Mandolin Strings Monel .011-.040,15.95,Martin Strings,Mandolin,STRINGS FRETTED,MANDOLIN STRINGS,MUSICAL,2,7.81,930014020911,15.95,NONE,ACCESSORIES,10/02/2026,14/02/2026,09/02/2021,N,ELECTRI,Y,,Y
41/M605,M605: Martin Premium Soprano Ukulele Strings,17.95,Martin Strings,Ukulele,STRINGS FRETTED,UKULELE STRINGS,MUSICAL,8,8.79,930014020708,17.95,NONE,ACCESSORIES,12/03/2025,06/03/2025,09/02/2021,Y,ELECTRI,Y,,Y
41/M610,M610: Martin Premium Concert Ukulele Strings,17.95,Martin Strings,Ukulele,STRINGS FRETTED,UKULELE STRINGS,MUSICAL,2,8.79,930014020709,17.95,NONE,ACCESSORIES,14/07/2025,13/07/2025,09/02/2021,Y,ELECTRI,Y,,Y
41/M620,Martin 4 String Ukulele Tenor,14.95,Martin Strings,Speciality,STRINGS FRETTED,UKULELE STRINGS,MUSICAL,2,7.33,930014015876,11.95,NONE,ACCESSORIES,21/07/2025,20/07/2025,19/09/2016,Y,ELECTRI,Y,729789106207,Y
41/M630,Martin 4 String Ukulele Baritone,14.95,Martin Strings,Speciality,STRINGS FRETTED,UKULELE STRINGS,MUSICAL,1,7.33,930014015877,0,NONE,ACCESSORIES,20/01/2026,15/01/2026,25/02/2024,N,ELECTRI,Y,,Y
41/MA130,Martin Authentic Silk & Steel 11.5 - 47.0,19.95,Martin Strings,Authentic Acoustic,STRINGS FRETTED,GTR ACOUSTIC SETS,MUSICAL,2,9.78,930014021000,19.95,NONE,ACCESSORIES,10/02/2026,08/02/2026,09/02/2021,Y,ELECTRI,Y,,Y
41/MA130FX,Martin Authentic Flexible Core 11-47 Silk & Steel,16.95,Martin Strings,Authentic Acoustic,STRINGS FRETTED,GTR ACOUSTIC 12 STR SETS,MUSICAL,2,8.31,930014022032,13.95,NONE,ACCESSORIES,20/01/2026,12/02/2026,09/02/2021,N,ELECTRI,Y,,Y
41/MA130S,Martin Authentic Marquis Silk & Steel 11.5 - 47,21.95,Martin Strings,Authentic Acoustic,STRINGS FRETTED,GTR ACOUSTIC SETS,MUSICAL,2,10.76,930014021001,21.95,NONE,ACCESSORIES,10/06/2025,04/06/2025,09/02/2021,N,ELECTRI,Y,,Y
41/MA140,Martin Authentic Light 12-54 80/20,14.95,Martin Strings,Authentic Acoustic,STRINGS FRETTED,GTR ACOUSTIC SETS,MUSICAL,5,7.33,930014021002,14.95,NONE,ACCESSORIES,12/05/2025,08/05/2025,09/02/2021,Y,ELECTRI,Y,,Y
41/MA140T,Martin Authentic Treated Light 12-54 80/20,24.95,Martin Strings,Authentic Acoustic,STRINGS FRETTED,GTR ACOUSTIC SETS,MUSICAL,6,12.23,930014021004,24.95,NONE,ACCESSORIES,10/02/2026,05/02/2026,09/02/2021,Y,ELECTRI,Y,,Y
41/MA150,Martin Authentic Medium 13-56 80/20,14.95,Martin Strings,Authentic Acoustic,STRINGS FRETTED,GTR ACOUSTIC SETS,MUSICAL,3,7.33,930014021005,14.95,NONE,ACCESSORIES,02/02/2026,01/02/2026,09/02/2021,N,ELECTRI,Y,,Y
41/MA150T,Martin Authentic Treated Medium 13-56 80/20,24.95,Martin Strings,Authentic Acoustic,STRINGS FRETTED,GTR ACOUSTIC SETS,MUSICAL,2,12.23,930014021007,24.95,NONE,ACCESSORIES,17/02/2025,14/02/2025,09/02/2021,Y,ELECTRI,Y,,Y
41/MA170,Martin Authentic Extra Light 10-47 80/20,14.95,Martin Strings,Authentic Acoustic,STRINGS FRETTED,GTR ACOUSTIC SETS,MUSICAL,2,7.33,930014021008,14.95,NONE,ACCESSORIES,10/02/2026,12/02/2026,09/02/2021,Y,ELECTRI,Y,,Y
41/MA170T,Martin Authentic Treated Extra Light 10-47 80/20,24.95,Martin Strings,Authentic Acoustic,STRINGS FRETTED,GTR ACOUSTIC SETS,MUSICAL,8,12.23,930014021010,24.95,NONE,ACCESSORIES,02/08/2022,10/08/2025,09/02/2021,Y,ELECTRI,Y,,Y
41/MA175,Martin Authentic Custom Light 11-52 80/20,14.95,Martin Strings,Authentic Acoustic,STRINGS FRETTED,GTR ACOUSTIC SETS,MUSICAL,7,7.33,930014021011,14.95,NONE,ACCESSORIES,22/07/2024,02/07/2024,09/02/2021,Y,ELECTRI,Y,,Y
41/MA175T,Martin Authentic Treated Custom Light 11-52 80/20,24.95,Martin Strings,Authentic Acoustic,STRINGS FRETTED,GTR ACOUSTIC SETS,MUSICAL,2,12.23,930014021013,24.95,NONE,ACCESSORIES,21/07/2025,20/07/2025,09/02/2021,N,ELECTRI,Y,,Y
41/MA240,Martin Authentic Bluegrass 12-56 80/20,14.95,Martin Strings,Authentic Acoustic,STRINGS FRETTED,GTR ACOUSTIC SETS,MUSICAL,1,7.33,930014021018,0,NONE,ACCESSORIES,09/10/2024,10/10/2024,09/02/2021,Y,ELECTRI,Y,,Y
41/MA500,Martin Authentic 12 Stg Extra Light 10-47 92/8,21.95,Martin Strings,Authentic Acoustic,STRINGS FRETTED,GTR ACOUSTIC SETS,MUSICAL,2,10.76,930014021019,15.95,NONE,ACCESSORIES,06/10/2025,01/10/2025,09/02/2021,Y,ELECTRI,Y,,Y
41/MA530,Martin Authentic Extra Light 10-47 92/8,15.95,Martin Strings,Authentic Acoustic,STRINGS FRETTED,GTR ACOUSTIC SETS,MUSICAL,1,7.81,930014021022,11.95,NONE,ACCESSORIES,03/12/2025,04/12/2025,09/02/2021,Y,ELECTRI,Y,,Y
41/MA530S,Martin Authentic Marquis Extra Light 10-47 92/8,17.95,Martin Strings,Authentic Acoustic,STRINGS FRETTED,GTR ACOUSTIC SETS,MUSICAL,7,8.79,930014021023,17.95,NONE,ACCESSORIES,02/09/2021,14/09/2025,09/02/2021,N,ELECTRI,Y,,Y
41/MA530T,Martin Authentic Treated Extra Light 10-47 92/8,25.95,Martin Strings,Authentic Acoustic,STRINGS FRETTED,GTR ACOUSTIC SETS,MUSICAL,2,12.72,930014021024,0,NONE,ACCESSORIES,11/08/2025,10/08/2025,09/02/2021,Y,ELECTRI,Y,,Y
41/MA535S,Martin Authentic Marquis Custom Light 11-52 92/8,17.95,Martin Strings,Authentic Acoustic,STRINGS FRETTED,GTR ACOUSTIC SETS,MUSICAL,2,8.79,930014021026,17.95,NONE,ACCESSORIES,10/02/2025,06/02/2025,09/02/2021,Y,ELECTRI,Y,,Y
